IS431s_start	IS431s_len	IS431s_end	IS431s_dir	IS1272s_start	IS1272s_len	IS1272s_end	IS1272s_dir	mecI_start	mecI_len	mecI_end	mecI_dir	mecR_start	mecR_len	mecR_end	mecR_dir	mecA_start	mecA_len	mecA_end	mecA_dir	IS431e_start	IS431e_len	IS431e_end	IS431e_dir	assembly	GCF_ID	contig	species	contig_length	assembly_strand	mecA_to_end_length	end_length	mecR_to_end_length	mecR_end_length	mecR_len_simple	mecI_present	IS1272_present	IS431s_present	mecR_type	ISs_status	mec_class	mec_class_inferred	ccrA_count	ccrB_count	ccrC_count	ccrA_types	ccrB_types	ccrC_types	mecA_count
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000547185.1_Stap_aure_M1089	000547185.1	NZ_KI990805.1	Staphylococcus_aureus	284978	minus	244157	5000	242303	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000558245.1_Stap_aure_M0618	000558245.1	NZ_KK018274.1	Staphylococcus_aureus	205948	minus	165127	5000	163273	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	3368	1378	>4745	<	1262	2010	3271	>	-	-	-	-	GCF_000536275.1_Stap_aure_M1539	000536275.1	NZ_JDEW01000048.1	Staphylococcus_aureus	4745	minus	1474	1474	0	0	NT_1001-1739	0	0	0	NT_1001-1739	Absent	NT	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	372	6549	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000574065.1_Stap_aure_M1269	000574065.1	NZ_KK064876.1	Staphylococcus_aureus	11948	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	2805597	372	2805968	<	2803840	1758	2805597	<	2801734	2010	2803743	>	-	-	-	-	GCF_000361145.1_Stap_aure_M0427	000361145.1	NZ_KB821335.1	Staphylococcus_aureus	2811367	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37520	372	37891	<	35763	1758	37520	<	33657	2010	35666	>	31404	675	32078	>	GCF_000547165.1_Stap_aure_M1088	000547165.1	NZ_KI990743.1	Staphylococcus_aureus	43290	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6184	372	6555	<	4427	1758	6184	<	2321	2010	4330	>	68	675	742	>	GCF_000558225.1_Stap_aure_M0617	000558225.1	NZ_KK018176.1	Staphylococcus_aureus	333246	minus	328916	5000	327062	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5492	372	5863	<	3735	1758	5492	<	1629	2010	3638	>	-	-	-	-	GCF_000536255.1_Stap_aure_M1536	000536255.1	NZ_JDEV01000014.1	Staphylococcus_aureus	11261	minus	7623	5000	5769	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	25057	1637	26693	>	-	-	-	-	23830	987	24816	<	21724	2010	23733	>	19471	675	20145	>	GCF_000574045.1_Stap_aure_M1270	000574045.1	NZ_KK064815.1	Staphylococcus_aureus	43127	minus	19394	5000	18311	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	2
-	-	-	-	4951	1637	6587	>	-	-	-	-	3724	987	4710	<	1618	2010	3627	>	-	-	-	-	GCF_000574045.1_Stap_aure_M1270	000574045.1	NZ_KK064813.1	Staphylococcus_aureus	49047	minus	45420	5000	44337	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	2
-	-	-	-	621316	1637	622952	>	-	-	-	-	620089	987	621075	<	617983	2010	619992	>	615730	675	616404	>	GCF_000361125.1_Stap_aure_M0424	000361125.1	NZ_KB821337.1	Staphylococcus_aureus	1117005	minus	497013	5000	495930	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37023	372	37394	<	35266	1758	37023	<	33160	2010	35169	>	30907	675	31581	>	GCF_000547145.1_Stap_aure_M1087	000547145.1	NZ_KI990699.1	Staphylococcus_aureus	42793	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37521	372	37892	<	35764	1758	37521	<	33658	2010	35667	>	31405	675	32079	>	GCF_000558205.1_Stap_aure_M0616	000558205.1	NZ_KK018105.1	Staphylococcus_aureus	43290	minus	7623	5000	5769	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	5499	372	5870	<	3742	1758	5499	<	1636	2010	3645	>	-	-	-	-	GCF_000536235.1_Stap_aure_M1527	000536235.1	NZ_JDEU01000001.1	Staphylococcus_aureus	516031	minus	512386	5000	510532	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5427	372	5798	<	3670	1758	5427	<	1564	2010	3573	>	-	-	-	-	GCF_000547125.1_Stap_aure_M1085	000547125.1	NZ_KI990687.1	Staphylococcus_aureus	324705	minus	321132	5000	319278	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37518	372	37889	<	35761	1758	37518	<	33655	2010	35664	>	31402	675	32076	>	GCF_000574025.1_Stap_aure_M1271	000574025.1	NZ_KK064760.1	Staphylococcus_aureus	43289	minus	7625	5000	5771	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	725116	372	725487	<	723359	1758	725116	<	721253	2010	723262	>	719000	675	719674	>	GCF_000361105.1_Stap_aure_M0415	000361105.1	NZ_KB821317.1	Staphylococcus_aureus	1228114	minus	504852	5000	502998	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	4951	1637	6587	>	-	-	-	-	3724	987	4710	<	1618	2010	3627	>	-	-	-	-	GCF_000558185.1_Stap_aure_M0615	000558185.1	NZ_KK018053.1	Staphylococcus_aureus	27971	minus	24344	5000	23261	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	2
-	-	-	-	42141	1637	43777	>	-	-	-	-	40914	987	41900	<	38808	2010	40817	>	36555	675	37229	>	GCF_000558185.1_Stap_aure_M0615	000558185.1	NZ_KK018036.1	Staphylococcus_aureus	60586	minus	19769	5000	18686	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	2
-	-	-	-	-	-	-	-	-	-	-	-	2467	1684	>4150	<	361	2010	2370	>	-	-	-	-	GCF_000536215.1_Stap_aure_M1522	000536215.1	NZ_JDET01000046.1	Staphylococcus_aureus	4150	minus	1780	1780	0	0	NT_1001-1739	0	0	0	NT_1001-1739	Absent	NT	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	373	6550	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000574005.1_Stap_aure_M1272	000574005.1	NZ_KK064723.1	Staphylococcus_aureus	12708	minus	8384	5000	6530	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000547105.1_Stap_aure_M1084	000547105.1	NZ_KI990663.1	Staphylococcus_aureus	116818	minus	75997	5000	74143	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37520	372	37891	<	35763	1758	37520	<	33657	2010	35666	>	31404	675	32078	>	GCF_000558165.1_Stap_aure_M0613	000558165.1	NZ_KK017981.1	Staphylococcus_aureus	43290	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	372	6549	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000536195.1_Stap_aure_M1509	000536195.1	NZ_JDES01000032.1	Staphylococcus_aureus	9062	minus	4738	4738	2884	2884	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6150	372	6521	<	6521	1758	8278	<	8375	2010	10384	>	11963	675	12637	>	GCF_000573985.1_Stap_aure_M1273	000573985.1	NZ_KK064657.1	Staphylococcus_aureus	43271	plus	8375	5000	6521	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	1139985	372	1140356	<	1138228	1758	1139985	<	1136122	2010	1138131	>	1133869	675	1134543	>	GCF_000361065.1_Stap_aure_M0404	000361065.1	NZ_KB821307.1	Staphylococcus_aureus	1471208	minus	333077	5000	331223	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	37511	372	37882	<	35754	1758	37511	<	33648	2010	35657	>	31395	675	32069	>	GCF_000547085.1_Stap_aure_M1082	000547085.1	NZ_KI990592.1	Staphylococcus_aureus	43272	minus	7615	5000	5761	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5729	372	6100	<	3972	1758	5729	<	1866	2010	3875	>	<6	282	287	>	GCF_000558145.1_Stap_aure_M0612	000558145.1	NZ_KK017912.1	Staphylococcus_aureus	333402	minus	329527	5000	327673	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000573965.1_Stap_aure_M1274	000573965.1	NZ_KK064628.1	Staphylococcus_aureus	281954	minus	241133	5000	239279	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37477	372	37848	<	35720	1758	37477	<	33614	2010	35623	>	31361	675	32035	>	GCF_000547065.1_Stap_aure_M1081	000547065.1	NZ_KI990535.1	Staphylococcus_aureus	43238	minus	7615	5000	5761	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42674	372	43045	<	40917	1758	42674	<	38811	2010	40820	>	36558	675	37232	>	GCF_000558125.1_Stap_aure_M0611	000558125.1	NZ_KK017843.1	Staphylococcus_aureus	62466	minus	21646	5000	19792	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000536155.1_Stap_aure_M1494	000536155.1	NZ_JDEQ01000004.1	Staphylococcus_aureus	182365	minus	141544	5000	139690	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	372	6549	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000573945.1_Stap_aure_M1276	000573945.1	NZ_KK064570.1	Staphylococcus_aureus	290224	minus	285900	5000	284046	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5820	372	6191	<	4063	1758	5820	<	1957	2010	3966	>	<1	378	378	>	GCF_000547045.1_Stap_aure_M1080	000547045.1	NZ_KI990461.1	Staphylococcus_aureus	68468	minus	64502	5000	62648	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000558105.1_Stap_aure_M0610	000558105.1	NZ_KK017815.1	Staphylococcus_aureus	57776	minus	16955	5000	15101	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	619473	372	619844	<	617716	1758	619473	<	615610	2010	617619	>	613357	675	614031	>	GCF_000361025.1_Stap_aure_M0391	000361025.1	NZ_KB821309.1	Staphylococcus_aureus	1121322	minus	503703	5000	501849	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	42685	372	43056	<	40928	1758	42685	<	38822	2010	40831	>	36559	675	37233	>	GCF_000536135.1_Stap_aure_M1488	000536135.1	NZ_JDEP01000002.1	Staphylococcus_aureus	266233	minus	225402	5000	223548	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	373	6550	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000573885.1_Stap_aure_M1278	000573885.1	NZ_KK064521.1	Staphylococcus_aureus	11949	minus	7625	5000	5771	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37520	372	37891	<	35763	1758	37520	<	33657	2010	35666	>	31404	675	32078	>	GCF_000547025.1_Stap_aure_M1079	000547025.1	NZ_KI990416.1	Staphylococcus_aureus	43290	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6194	372	6565	<	4437	1758	6194	<	2331	2010	4340	>	78	675	752	>	GCF_000558085.1_Stap_aure_M0609	000558085.1	NZ_KK017786.1	Staphylococcus_aureus	11963	minus	7623	5000	5769	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	617081	372	617452	<	615324	1758	617081	<	613218	2010	615227	>	610965	675	611639	>	GCF_000361005.1_Stap_aure_M0375	000361005.1	NZ_KB821282.1	Staphylococcus_aureus	1123798	minus	508571	5000	506717	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	36852	372	37223	<	35095	1758	36852	<	32989	2010	34998	>	30736	675	31410	>	GCF_000536115.1_Stap_aure_M1362	000536115.1	NZ_JDEO01000015.1	Staphylococcus_aureus	43235	minus	8237	5000	6383	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	735713	372	736084	<	733956	1758	735713	<	731850	2010	733859	>	729597	675	730271	>	GCF_000360985.1_Stap_aure_M0374	000360985.1	NZ_KB821280.1	Staphylococcus_aureus	1591651	minus	857792	5000	855938	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37520	372	37891	<	35763	1758	37520	<	33657	2010	35666	>	31404	675	32078	>	GCF_000547005.1_Stap_aure_M1077	000547005.1	NZ_KI990362.1	Staphylococcus_aureus	43290	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37509	372	37880	<	35752	1758	37509	<	33646	2010	35655	>	31393	675	32067	>	GCF_000558065.1_Stap_aure_M0607	000558065.1	NZ_KK017714.1	Staphylococcus_aureus	43281	minus	7626	5000	5772	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6248	372	6619	<	4491	1758	6248	<	2385	2010	4394	>	132	675	806	>	GCF_000573865.1_Stap_aure_M1279	000573865.1	NZ_KK064464.1	Staphylococcus_aureus	12777	minus	8383	5000	6529	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000536095.1_Stap_aure_M1358	000536095.1	NZ_JDEN01000004.1	Staphylococcus_aureus	362174	minus	321353	5000	319499	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	896200	372	896571	<	894443	1758	896200	<	892337	2010	894346	>	890084	675	890758	>	GCF_000360965.1_Stap_aure_M0367	000360965.1	NZ_KB821276.1	Staphylococcus_aureus	2875954	minus	1981608	5000	1979754	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6188	372	6559	<	4431	1758	6188	<	2325	2010	4334	>	72	675	746	>	GCF_000558045.1_Stap_aure_M0605	000558045.1	NZ_KK017658.1	Staphylococcus_aureus	11960	minus	7626	5000	5772	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	36849	372	37220	<	35092	1758	36849	<	32986	2010	34995	>	30733	675	31407	>	GCF_000546985.1_Stap_aure_M1074	000546985.1	NZ_KI990302.1	Staphylococcus_aureus	43248	minus	8253	5000	6399	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000536075.1_Stap_aure_M1357	000536075.1	NZ_JDEM01000012.1	Staphylococcus_aureus	97070	minus	56249	5000	54395	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5978	372	6349	<	4221	1758	5978	<	2115	2010	4124	>	<1	536	536	>	GCF_000573845.1_Stap_aure_M1280	000573845.1	NZ_KK064391.1	Staphylococcus_aureus	290784	minus	286660	5000	284806	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	726920	372	727291	<	725163	1758	726920	<	723057	2010	725066	>	720804	675	721478	>	GCF_000360945.1_Stap_aure_M0364	000360945.1	NZ_KB821269.1	Staphylococcus_aureus	732690	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5581	372	5952	<	3824	1758	5581	<	1718	2010	3727	>	<1	138	138	>	GCF_000558025.1_Stap_aure_M0604	000558025.1	NZ_KK017599.1	Staphylococcus_aureus	333269	minus	329542	5000	327688	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	9836	372	10207	<	8079	1758	9836	<	5973	2010	7982	>	3720	675	4394	>	GCF_000546965.1_Stap_aure_M1070	000546965.1	NZ_KI990226.1	Staphylococcus_aureus	15606	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000573825.1_Stap_aure_M1282	000573825.1	NZ_KK064359.1	Staphylococcus_aureus	339071	minus	298250	5000	296396	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000536055.1_Stap_aure_M1343	000536055.1	NZ_JDEL01000005.1	Staphylococcus_aureus	212454	minus	171633	5000	169779	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	2772096	372	2772467	<	2770339	1758	2772096	<	2768233	2010	2770242	>	2765980	675	2766654	>	GCF_000360925.1_Stap_aure_M0363	000360925.1	NZ_KB821272.1	Staphylococcus_aureus	2847472	minus	77230	5000	75376	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	372	6549	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000558005.1_Stap_aure_M0603	000558005.1	NZ_KK017545.1	Staphylococcus_aureus	11948	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	0	1	0	-	ccrB2	-	1
-	-	-	-	-	-	-	-	37520	372	37891	<	35763	1758	37520	<	33657	2010	35666	>	31404	675	32078	>	GCF_000546945.1_Stap_aure_M1069	000546945.1	NZ_KI990134.1	Staphylococcus_aureus	43290	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6158	372	6529	<	6529	1758	8286	<	8383	2010	10392	>	11971	675	12645	>	GCF_000573805.1_Stap_aure_M1283	000573805.1	NZ_KK064313.1	Staphylococcus_aureus	43290	plus	8383	5000	6529	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	372	6549	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000536035.1_Stap_aure_M1339	000536035.1	NZ_JDEK01000029.1	Staphylococcus_aureus	9916	minus	5592	5000	3738	3738	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	902999	372	903370	<	901242	1758	902999	<	899136	2010	901145	>	896883	675	897557	>	GCF_000360905.1_Stap_aure_M0351	000360905.1	NZ_KB821262.1	Staphylococcus_aureus	908769	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000557985.1_Stap_aure_M0601	000557985.1	NZ_KK017480.1	Staphylococcus_aureus	284895	minus	244074	5000	242220	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	37520	372	37891	<	35763	1758	37520	<	33657	2010	35666	>	31404	675	32078	>	GCF_000573785.1_Stap_aure_M1285	000573785.1	NZ_KK064265.1	Staphylococcus_aureus	43290	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000546925.1_Stap_aure_M1067	000546925.1	NZ_KI990127.1	Staphylococcus_aureus	48364	minus	7543	5000	5689	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5427	372	5798	<	3670	1758	5427	<	1564	2010	3573	>	-	-	-	-	GCF_000536015.1_Stap_aure_M1473	000536015.1	NZ_JDEJ01000014.1	Staphylococcus_aureus	11116	minus	7543	5000	5689	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	660317	372	660688	<	658560	1758	660317	<	656454	2010	658463	>	654201	675	654875	>	GCF_000360885.1_Stap_aure_M0350	000360885.1	NZ_KB821251.1	Staphylococcus_aureus	2711354	minus	2052891	5000	2051037	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000557965.1_Stap_aure_M0599	000557965.1	NZ_KK017427.1	Staphylococcus_aureus	284887	minus	244066	5000	242212	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6178	372	6549	<	4421	1758	6178	<	2315	2010	4324	>	62	675	736	>	GCF_000573765.1_Stap_aure_M1288	000573765.1	NZ_KK064229.1	Staphylococcus_aureus	18535	minus	14211	5000	12357	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5524	372	5895	<	3767	1758	5524	<	1661	2010	3670	>	-	-	-	-	GCF_000546905.1_Stap_aure_M1066	000546905.1	NZ_KI990072.1	Staphylococcus_aureus	1104602	minus	1100932	5000	1099078	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5337	372	5708	<	3580	1758	5337	<	1474	2010	3483	>	-	-	-	-	GCF_000535995.1_Stap_aure_M1468	000535995.1	NZ_JDEI01000015.1	Staphylococcus_aureus	11025	minus	7542	5000	5688	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	2358194	372	2358565	<	2356437	1758	2358194	<	2354331	2010	2356340	>	2352078	675	2352752	>	GCF_000360865.1_Stap_aure_M0347	000360865.1	NZ_KB821248.1	Staphylococcus_aureus	2363963	minus	7623	5000	5769	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6187	372	6558	<	4430	1758	6187	<	2324	2010	4333	>	71	675	745	>	GCF_000557945.1_Stap_aure_M0598	000557945.1	NZ_KK017363.1	Staphylococcus_aureus	333341	minus	329008	5000	327154	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5018	1637	6654	>	-	-	-	-	3790	987	4776	<	1684	2010	3693	>	-	-	-	-	GCF_000573725.1_Stap_aure_M1290	000573725.1	NZ_KK064122.1	Staphylococcus_aureus	46719	minus	43026	5000	41943	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5580	372	5951	<	3823	1758	5580	<	1717	2010	3726	>	<1	138	138	>	GCF_000546885.1_Stap_aure_M1059	000546885.1	NZ_KI990027.1	Staphylococcus_aureus	289674	minus	285948	5000	284094	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42675	372	43046	<	40918	1758	42675	<	38812	2010	40821	>	36559	675	37233	>	GCF_000535975.1_Stap_aure_M1418	000535975.1	NZ_JDEH01000010.1	Staphylococcus_aureus	48445	minus	7624	5000	5770	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	736048	1637	737684	>	-	-	-	-	734821	987	735807	<	732715	2010	734724	>	730462	675	731136	>	GCF_000360845.1_Stap_aure_M0340	000360845.1	NZ_KB821242.1	Staphylococcus_aureus	2732937	minus	1998213	5000	1997130	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	42674	372	43045	<	40917	1758	42674	<	38811	2010	40820	>	36558	675	37232	>	GCF_000557925.1_Stap_aure_M0595	000557925.1	NZ_KK017311.1	Staphylococcus_aureus	284221	minus	243401	5000	241547	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5018	1637	6654	>	-	-	-	-	3790	987	4776	<	1684	2010	3693	>	-	-	-	-	GCF_000573745.1_Stap_aure_M1289	000573745.1	NZ_KK064175.1	Staphylococcus_aureus	104762	minus	101069	5000	99986	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
