"IS431s_start" "IS431s_len" "IS431s_end" "IS431s_dir" "IS1272s_start" "IS1272s_len" "IS1272s_end" "IS1272s_dir" "mecI_start" "mecI_len" "mecI_end" "mecI_dir" "mecR_start" "mecR_len" "mecR_end" "mecR_dir" "mecA_start" "mecA_len" "mecA_end" "mecA_dir" "IS431e_start" "IS431e_len" "IS431e_end" "IS431e_dir" "IS431_10bp" "assembly" "GCF_ID" "contig" "species" "contig_length" "assembly_strand" "mecA_to_end_length" "end_length" "mecR_to_end_length" "mecR_end_length" "mecR_len_simple" "mecI_present" "IS1272_present" "IS431s_present" "mecR_type" "ISs_status" "mec_class" "mec_class_inferred"
"3727" "-" "-" "-" "-" "5987" "1637" "7623" ">" "-" "-" "-" "-" "4759" "975" "5733" "<" "2653" "2010" "4662" ">" "-" "-" "-" "-" "0" "GCF_000637075.1_Stap_aure_13-ST00049" "GCF_000637075.1" "NZ_KK219971.1" "Staphylococcus_aureus" 16074 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3728" "-" "-" "-" "-" "115176" "1637" "116812" ">" "-" "-" "-" "-" "117066" "975" "118040" "<" "118137" "2010" "120146" ">" "-" "-" "-" "-" "0" "GCF_001194705.1_7738_4" "GCF_001194705.1" "NZ_CSEA01000008.1" "Staphylococcus_aureus" 122771 "plus" 118137 5000 117066 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3729" "5400" "675" "6074" "<" "-" "-" "-" "-" "-" "-" "-" "-" "5252" "92" "5343" "<" "3146" "2010" "5155" ">" "<1" "530" "530" ">" "1" "GCF_000683255.1_Stap_aure_VET0489R" "GCF_000683255.1" "NZ_JIKD01000023.1" "Staphylococcus_aureus" 16635 "minus" 11480 5000 11292 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"3730" "-" "-" "-" "-" "617339" "1637" "618975" ">" "-" "-" "-" "-" "616111" "975" "617085" "<" "614005" "2010" "616014" ">" "610755" "675" "611429" ">" "0" "GCF_001288325.1_12673" "GCF_001288325.1" "NZ_CYOO01000002.1" "Staphylococcus_aureus" 807609 "minus" 191595 5000 190524 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3731" "-" "-" "-" "-" "290778" "1637" "292414" ">" "-" "-" "-" "-" "289550" "975" "290524" "<" "287444" "2010" "289453" ">" "284194" "675" "284868" ">" "0" "GCF_001194545.1_7907_4" "GCF_001194545.1" "NZ_CSCI01000002.1" "Staphylococcus_aureus" 359293 "minus" 69840 5000 68769 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3732" "-" "-" "-" "-" "33626" "1637" "35262" ">" "-" "-" "-" "-" "35516" "975" "36490" "<" "36587" "2010" "38596" ">" "41172" "252" ">41423" ">" "0" "GCF_001288305.1_12673" "GCF_001288305.1" "NZ_CYMG01000011.1" "Staphylococcus_aureus" 41423 "plus" 36587 5000 35516 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3733" "-" "-" "-" "-" "6118" "1637" "7754" ">" "-" "-" "-" "-" "4890" "975" "5864" "<" "2784" "2010" "4793" ">" "<1" "168" "168" ">" "0" "GCF_000637035.1_Stap_aure_12-ST01564" "GCF_000637035.1" "NZ_KK219867.1" "Staphylococcus_aureus" 16205 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3734" "-" "-" "-" "-" "<1" "318" "318" ">" "-" "-" "-" "-" "553" "975" "1527" "<" "1624" "2010" "3633" ">" "-" "-" "-" "-" "0" "GCF_001194525.1_9235" "GCF_001194525.1" "NZ_CSCV01000041.1" "Staphylococcus_aureus" 5554 "plus" 1624 1624 553 553 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3735" "-" "-" "-" "-" "32322" "1637" "33958" ">" "-" "-" "-" "-" "34212" "975" "35186" "<" "35283" "2010" "37292" ">" "39869" "377" ">40245" ">" "0" "GCF_001288265.1_12673_5" "GCF_001288265.1" "NZ_CYOG01000009.1" "Staphylococcus_aureus" 40245 "plus" 35283 5000 34212 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3736" "-" "-" "-" "-" "115076" "1637" "116712" ">" "-" "-" "-" "-" "116966" "975" "117940" "<" "118037" "2010" "120046" ">" "122622" "675" "123296" ">" "0" "GCF_001194505.1_7738_4" "GCF_001194505.1" "NZ_CSGA01000002.1" "Staphylococcus_aureus" 407469 "plus" 118037 5000 116966 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3737" "-" "-" "-" "-" "6083" "1637" "7719" ">" "-" "-" "-" "-" "4855" "975" "5829" "<" "2749" "2010" "4758" ">" "<1" "173" "173" ">" "0" "GCF_001288245.1_12673_3" "GCF_001288245.1" "NZ_CYMK01000006.1" "Staphylococcus_aureus" 122934 "minus" 118176 5000 117105 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3738" "-" "-" "-" "-" "32078" "1637" "33714" ">" "-" "-" "-" "-" "33968" "975" "34942" "<" "35039" "2010" "37048" ">" "39624" "291" ">39914" ">" "0" "GCF_001194465.1_7748_4" "GCF_001194465.1" "NZ_CSEL01000014.1" "Staphylococcus_aureus" 39914 "plus" 35039 5000 33968 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3739" "-" "-" "-" "-" "617781" "1637" "619417" ">" "-" "-" "-" "-" "616553" "975" "617527" "<" "614447" "2010" "616456" ">" "611197" "675" "611871" ">" "0" "GCF_001288225.1_12625" "GCF_001288225.1" "NZ_CYKY01000001.1" "Staphylococcus_aureus" 1088175 "minus" 471719 5000 470648 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3740" "-" "-" "-" "-" "31868" "1637" "33504" ">" "-" "-" "-" "-" "33758" "975" "34732" "<" "34829" "2010" "36838" ">" "39414" "675" "40088" ">" "0" "GCF_001194285.1_7907_4" "GCF_001194285.1" "NZ_CSET01000011.1" "Staphylococcus_aureus" 82045 "plus" 34829 5000 33758 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3741" "-" "-" "-" "-" "115188" "1637" "116824" ">" "-" "-" "-" "-" "117078" "975" "118052" "<" "118149" "2010" "120158" ">" "122734" "173" ">122906" ">" "0" "GCF_001288205.1_12673_5" "GCF_001288205.1" "NZ_CYNM01000008.1" "Staphylococcus_aureus" 122906 "plus" 118149 5000 117078 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3742" "-" "-" "-" "-" "66368" "1637" "68004" ">" "-" "-" "-" "-" "68258" "975" "69232" "<" "69329" "2010" "71338" ">" "73914" "675" "74588" ">" "0" "GCF_001194445.1_7738_4" "GCF_001194445.1" "NZ_CSDE01000002.1" "Staphylococcus_aureus" 358521 "plus" 69329 5000 68258 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3743" "-" "-" "-" "-" "115204" "1637" "116840" ">" "-" "-" "-" "-" "117094" "975" "118068" "<" "118165" "2010" "120174" ">" "122750" "173" ">122922" ">" "0" "GCF_001288185.1_12673_3" "GCF_001288185.1" "NZ_CYMP01000007.1" "Staphylococcus_aureus" 122922 "plus" 118165 5000 117094 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3744" "-" "-" "-" "-" "43052" "1637" "44688" ">" "-" "-" "-" "-" "41824" "975" "42798" "<" "39718" "2010" "41727" ">" "36428" "675" "37102" ">" "0" "GCF_000636935.1_Stap_aure_12S00040" "GCF_000636935.1" "NZ_KK219657.1" "Staphylococcus_aureus" 53139 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3745" "-" "-" "-" "-" "220195" "1637" "221831" ">" "-" "-" "-" "-" "218967" "975" "219941" "<" "216861" "2010" "218870" ">" "213571" "675" "214245" ">" "0" "GCF_001288165.1_12971_2" "GCF_001288165.1" "NZ_CYOR01000003.1" "Staphylococcus_aureus" 325433 "minus" 106563 5000 105492 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3746" "-" "-" "-" "-" "435861" "1637" "437497" ">" "-" "-" "-" "-" "434633" "975" "435607" "<" "432527" "2010" "434536" ">" "429277" "675" "429951" ">" "0" "GCF_001194265.1_7738_4" "GCF_001194265.1" "NZ_CSCN01000002.1" "Staphylococcus_aureus" 471113 "minus" 36577 5000 35506 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3747" "-" "-" "-" "-" "5336" "1637" "6972" ">" "-" "-" "-" "-" "4108" "975" "5082" "<" "2002" "2010" "4011" ">" "-" "-" "-" "-" "0" "GCF_001194245.1_7907_4" "GCF_001194245.1" "NZ_CSBO01000019.1" "Staphylococcus_aureus" 7155 "minus" 3144 3144 2073 2073 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3748" "-" "-" "-" "-" "5057" "1637" "6693" ">" "-" "-" "-" "-" "3829" "975" "4803" "<" "1723" "2010" "3732" ">" "-" "-" "-" "-" "0" "GCF_000683035.1_Stap_aure_VET1842R" "GCF_000683035.1" "NZ_JIHU01000035.1" "Staphylococcus_aureus" 15144 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3749" "-" "-" "-" "-" "433837" "1637" "435473" ">" "-" "-" "-" "-" "435727" "975" "436701" "<" "436798" "2010" "438807" ">" "-" "-" "-" "-" "0" "GCF_001288125.1_12673_5" "GCF_001288125.1" "NZ_CYOE01000002.1" "Staphylococcus_aureus" 441432 "plus" 436798 5000 435727 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3750" "-" "-" "-" "-" "8507" "1637" "10143" ">" "-" "-" "-" "-" "10397" "975" "11371" "<" "11468" "2010" "13477" ">" "-" "-" "-" "-" "0" "GCF_001194165.1_7738_4" "GCF_001194165.1" "NZ_CSHY01000015.1" "Staphylococcus_aureus" 16102 "plus" 11468 5000 10397 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3751" "-" "-" "-" "-" "6198" "1637" "7834" ">" "-" "-" "-" "-" "4970" "975" "5944" "<" "2864" "2010" "4873" ">" "<1" "168" "168" ">" "0" "GCF_000636835.1_Stap_aure_11S01415" "GCF_000636835.1" "NZ_KK219486.1" "Staphylococcus_aureus" 16285 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3752" "-" "-" "-" "-" "5178" "1637" "6814" ">" "-" "-" "-" "-" "3950" "975" "4924" "<" "1844" "2010" "3853" ">" "-" "-" "-" "-" "0" "GCF_000682995.1_Stap_aure_VET1869R" "GCF_000682995.1" "NZ_JIGY01000035.1" "Staphylococcus_aureus" 15265 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3753" "-" "-" "-" "-" "66370" "1637" "68006" ">" "-" "-" "-" "-" "68260" "975" "69234" "<" "69331" "2010" "71340" ">" "73916" "675" "74590" ">" "0" "GCF_001193795.1_7738_3" "GCF_001193795.1" "NZ_CSEW01000002.1" "Staphylococcus_aureus" 358766 "plus" 69331 5000 68260 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3754" "-" "-" "-" "-" "6189" "1637" "7825" ">" "-" "-" "-" "-" "4961" "975" "5935" "<" "2855" "2010" "4864" ">" "<1" "239" "239" ">" "0" "GCF_000636795.1_Stap_aure_11S00605" "GCF_000636795.1" "NZ_KK219403.1" "Staphylococcus_aureus" 16276 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3755" "-" "-" "-" "-" "617016" "1637" "618652" ">" "-" "-" "-" "-" "615788" "975" "616762" "<" "613682" "2010" "615691" ">" "610432" "675" "611106" ">" "0" "GCF_001288065.1_12673" "GCF_001288065.1" "NZ_CYLW01000001.1" "Staphylococcus_aureus" 807363 "minus" 191672 5000 190601 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3756" "3943" "675" "4617" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3795" "92" "3886" "<" "1689" "2010" "3698" ">" "-" "-" "-" "-" "1" "GCF_000682955.1_Stap_aure_VET1896R" "GCF_000682955.1" "NZ_JIGK01000026.1" "Staphylococcus_aureus" 15303 "minus" 11605 5000 11417 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"3757" "-" "-" "-" "-" "181" "1637" "1817" ">" "-" "-" "-" "-" "2071" "975" "3045" "<" "3142" "2010" "5151" ">" "-" "-" "-" "-" "0" "GCF_001193715.1_7748_4" "GCF_001193715.1" "NZ_CSIQ01000023.1" "Staphylococcus_aureus" 7776 "plus" 3142 3142 2071 2071 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3758" "-" "-" "-" "-" "66012" "1637" "67648" ">" "-" "-" "-" "-" "67902" "975" "68876" "<" "68973" "2010" "70982" ">" "73558" "675" "74232" ">" "0" "GCF_001288045.1_12673_3" "GCF_001288045.1" "NZ_CYMT01000002.1" "Staphylococcus_aureus" 358340 "plus" 68973 5000 67902 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3759" "5480" "675" "6154" "<" "-" "-" "-" "-" "-" "-" "-" "-" "5332" "92" "5423" "<" "3226" "2010" "5235" ">" "<1" "530" "530" ">" "1" "GCF_000636775.1_Stap_aure_11P8" "GCF_000636775.1" "NZ_KK219352.1" "Staphylococcus_aureus" 16486 "minus" 11251 5000 11063 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"3760" "-" "-" "-" "-" "5098" "1637" "6734" ">" "-" "-" "-" "-" "3870" "975" "4844" "<" "1764" "2010" "3773" ">" "-" "-" "-" "-" "0" "GCF_000682935.1_Stap_aure_VET1898R" "GCF_000682935.1" "NZ_JIGI01000038.1" "Staphylococcus_aureus" 15185 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3761" "-" "-" "-" "-" "5002" "1637" "6638" ">" "-" "-" "-" "-" "3774" "975" "4748" "<" "1668" "2010" "3677" ">" "-" "-" "-" "-" "0" "GCF_000596065.1_Stap_aure_DAR5846" "GCF_000596065.1" "NZ_JFQT01000032.1" "Staphylococcus_aureus" 15089 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3762" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_001193255.1_7738" "GCF_001193255.1" "NZ_CSBM01000008.1" "Staphylococcus_aureus" 74286 "minus" 69324 5000 68253 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3763" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_001288005.1_12673_1" "GCF_001288005.1" "NZ_CYPP01000007.1" "Staphylococcus_aureus" 123139 "minus" 118177 5000 117106 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3764" "-" "-" "-" "-" "181" "1637" "1817" ">" "-" "-" "-" "-" "2071" "975" "3045" "<" "3142" "2010" "5151" ">" "-" "-" "-" "-" "0" "GCF_001193135.1_7748_4" "GCF_001193135.1" "NZ_CSFN01000029.1" "Staphylococcus_aureus" 7776 "plus" 3142 3142 2071 2071 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3765" "-" "-" "-" "-" "92528" "1637" "94164" ">" "-" "-" "-" "-" "94418" "975" "95392" "<" "95489" "2010" "97498" ">" "100114" "675" "100788" ">" "0" "GCF_001287985.1_12673_5" "GCF_001287985.1" "NZ_CYOL01000002.1" "Staphylococcus_aureus" 527964 "plus" 95489 5000 94418 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3766" "-" "-" "-" "-" "115197" "1637" "116833" ">" "-" "-" "-" "-" "117087" "975" "118061" "<" "118158" "2010" "120167" ">" "122743" "675" "123417" ">" "0" "GCF_001287965.1_12673_3" "GCF_001287965.1" "NZ_CYND01000002.1" "Staphylococcus_aureus" 712560 "plus" 118158 5000 117087 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3767" "-" "-" "-" "-" "6146" "1637" "7782" ">" "-" "-" "-" "-" "4918" "975" "5892" "<" "2812" "2010" "4821" ">" "<1" "236" "236" ">" "0" "GCF_001192915.1_7738_3" "GCF_001192915.1" "NZ_CSJF01000008.1" "Staphylococcus_aureus" 74917 "minus" 70096 5000 69025 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3768" "-" "-" "-" "-" "290741" "1637" "292377" ">" "-" "-" "-" "-" "289513" "975" "290487" "<" "287407" "2010" "289416" ">" "284157" "675" "284831" ">" "0" "GCF_001287945.1_12673_5" "GCF_001287945.1" "NZ_CYNK01000003.1" "Staphylococcus_aureus" 326014 "minus" 36598 5000 35527 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3769" "-" "-" "-" "-" "291031" "1637" "292667" ">" "-" "-" "-" "-" "289803" "975" "290777" "<" "287697" "2010" "289706" ">" "284447" "675" "285121" ">" "0" "GCF_001287925.1_12673_8" "GCF_001287925.1" "NZ_CYOP01000002.1" "Staphylococcus_aureus" 407846 "minus" 118140 5000 117069 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3770" "-" "-" "-" "-" "181" "1637" "1817" ">" "-" "-" "-" "-" "2071" "975" "3045" "<" "3142" "2010" "5151" ">" "-" "-" "-" "-" "0" "GCF_001192855.1_7748_4" "GCF_001192855.1" "NZ_CSIT01000028.1" "Staphylococcus_aureus" 7776 "plus" 3142 3142 2071 2071 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3771" "-" "-" "-" "-" "6083" "1637" "7719" ">" "-" "-" "-" "-" "4855" "975" "5829" "<" "2749" "2010" "4758" ">" "<1" "173" "173" ">" "0" "GCF_001287905.1_12673_3" "GCF_001287905.1" "NZ_CYNG01000006.1" "Staphylococcus_aureus" 122930 "minus" 118172 5000 117101 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3772" "-" "-" "-" "-" "6118" "1637" "7754" ">" "-" "-" "-" "-" "4890" "975" "5864" "<" "2784" "2010" "4793" ">" "<1" "168" "168" ">" "0" "GCF_000636615.1_Stap_aure_1111100370" "GCF_000636615.1" "NZ_KK219025.1" "Staphylococcus_aureus" 16205 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3773" "-" "-" "-" "-" "290731" "1637" "292367" ">" "-" "-" "-" "-" "289503" "975" "290477" "<" "287397" "2010" "289406" ">" "284147" "675" "284821" ">" "0" "GCF_001192775.1_7907_4" "GCF_001192775.1" "NZ_CSGD01000003.1" "Staphylococcus_aureus" 324638 "minus" 35232 5000 34161 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3774" "-" "-" "-" "-" "42461" "1637" "44097" ">" "-" "-" "-" "-" "41233" "975" "42207" "<" "39127" "2010" "41136" ">" "35877" "675" "36551" ">" "0" "GCF_000695875.1_ASM6958" "GCF_000695875.1" "NZ_CP007690.1" "Staphylococcus_aureus" 2872916 "minus" 2831780 5000 2830709 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3775" "-" "-" "-" "-" "8507" "1637" "10143" ">" "-" "-" "-" "-" "10397" "975" "11371" "<" "11468" "2010" "13477" ">" "16053" "173" ">16225" ">" "0" "GCF_001287885.1_12673_3" "GCF_001287885.1" "NZ_CYMQ01000014.1" "Staphylococcus_aureus" 16225 "plus" 11468 5000 10397 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3776" "-" "-" "-" "-" "181" "1637" "1817" ">" "-" "-" "-" "-" "2071" "975" "3045" "<" "3142" "2010" "5151" ">" "-" "-" "-" "-" "0" "GCF_001192755.1_7748_4" "GCF_001192755.1" "NZ_CSFR01000023.1" "Staphylococcus_aureus" 7776 "plus" 3142 3142 2071 2071 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3777" "-" "-" "-" "-" "6118" "1637" "7754" ">" "-" "-" "-" "-" "4890" "975" "5864" "<" "2784" "2010" "4793" ">" "<1" "168" "168" ">" "0" "GCF_000636595.1_Stap_aure_1111000177" "GCF_000636595.1" "NZ_KK218962.1" "Staphylococcus_aureus" 16205 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3778" "-" "-" "-" "-" "115180" "1637" "116816" ">" "-" "-" "-" "-" "117070" "975" "118044" "<" "118141" "2010" "120150" ">" "122769" "675" "123443" ">" "0" "GCF_001287865.1_12673_1" "GCF_001287865.1" "NZ_CYPN01000002.1" "Staphylococcus_aureus" 407571 "plus" 118141 5000 117070 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3779" "-" "-" "-" "-" "33821" "1637" "35457" ">" "-" "-" "-" "-" "35711" "975" "36685" "<" "36782" "2010" "38791" ">" "41367" "675" "42041" ">" "0" "GCF_001192675.1_9669" "GCF_001192675.1" "NZ_CSGC01000002.1" "Staphylococcus_aureus" 472754 "plus" 36782 5000 35711 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3780" "-" "-" "-" "-" "6182" "1637" "7818" ">" "-" "-" "-" "-" "4954" "975" "5928" "<" "2848" "2010" "4857" ">" "<1" "232" "232" ">" "0" "GCF_000636575.1_Stap_aure_1111000175" "GCF_000636575.1" "NZ_KK218910.1" "Staphylococcus_aureus" 16269 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3781" "-" "-" "-" "-" "33618" "1637" "35254" ">" "-" "-" "-" "-" "35508" "975" "36482" "<" "36579" "2010" "38588" ">" "41164" "675" "41838" ">" "0" "GCF_001192715.1_7738_4" "GCF_001192715.1" "NZ_CSGW01000003.1" "Staphylococcus_aureus" 325999 "plus" 36579 5000 35508 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3782" "-" "-" "-" "-" "41786" "1637" "43422" ">" "-" "-" "-" "-" "40558" "975" "41532" "<" "38452" "2010" "40461" ">" "35202" "675" "35876" ">" "0" "GCF_001192235.1_7748_4" "GCF_001192235.1" "NZ_CSGX01000010.1" "Staphylococcus_aureus" 75281 "minus" 34820 5000 33749 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3783" "5313" "129" ">5441" "<" "-" "-" "-" "-" "-" "-" "-" "-" "5165" "92" "5256" "<" "3059" "2010" "5068" ">" "<1" "442" "442" ">" "1" "GCF_000636515.1_Stap_aure_1110803248" "GCF_000636515.1" "NZ_KK218793.1" "Staphylococcus_aureus" 5441 "minus" 373 373 185 185 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"3784" "-" "-" "-" "-" "4879" "1637" "6515" ">" "-" "-" "-" "-" "3651" "975" "4625" "<" "1545" "2010" "3554" ">" "-" "-" "-" "-" "0" "GCF_000647395.1_Stap_aure_ZTA10_00058-8HST" "GCF_000647395.1" "NZ_KK240816.1" "Staphylococcus_aureus" 14966 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3785" "-" "-" "-" "-" "157760" "1637" "159396" ">" "-" "-" "-" "-" "159650" "975" "160624" "<" "160721" "2010" "162730" ">" "165306" "173" ">165478" ">" "0" "GCF_001192495.1_7907_4" "GCF_001192495.1" "NZ_CSGJ01000005.1" "Staphylococcus_aureus" 165478 "plus" 160721 5000 159650 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3786" "-" "-" "-" "-" "43172" "1637" "44808" ">" "-" "-" "-" "-" "41944" "975" "42918" "<" "39838" "2010" "41847" ">" "36548" "675" "37222" ">" "0" "GCF_000647375.1_Stap_aure_ZTA10_00047-8HST" "GCF_000647375.1" "NZ_KK240760.1" "Staphylococcus_aureus" 53259 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3787" "-" "-" "-" "-" "161109" "1637" "162745" ">" "-" "-" "-" "-" "162999" "975" "163973" "<" "164070" "2010" "166079" ">" "168695" "134" ">168828" ">" "0" "GCF_001287785.1_11641_1" "GCF_001287785.1" "NZ_CYJC01000002.1" "Staphylococcus_aureus" 793953 "plus" 164070 5000 162999 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3788" "-" "-" "-" "-" "43219" "1637" "44855" ">" "-" "-" "-" "-" "41991" "975" "42965" "<" "39885" "2010" "41894" ">" "36548" "675" "37222" ">" "0" "GCF_000647355.1_Stap_aure_ZTA10_00045-9HST" "GCF_000647355.1" "NZ_KK240727.1" "Staphylococcus_aureus" 53306 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3789" "-" "-" "-" "-" "5963" "318" ">6280" ">" "-" "-" "-" "-" "4754" "975" "5728" "<" "2648" "2010" "4657" ">" "-" "-" "-" "-" "0" "GCF_001192155.1_9235_1" "GCF_001192155.1" "NZ_CSJN01000048.1" "Staphylococcus_aureus" 6280 "minus" 1623 1623 552 552 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3790" "-" "-" "-" "-" "9826" "1637" "11462" ">" "-" "-" "-" "-" "8598" "975" "9572" "<" "6492" "2010" "8501" ">" "3242" "675" "3916" ">" "0" "GCF_001287745.1_12673_2" "GCF_001287745.1" "NZ_CYPM01000007.1" "Staphylococcus_aureus" 126678 "minus" 118177 5000 117106 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3791" "-" "-" "-" "-" "31838" "1637" "33474" ">" "-" "-" "-" "-" "33728" "975" "34702" "<" "34799" "2010" "36808" ">" "-" "-" "-" "-" "0" "GCF_001287725.1_11641_1" "GCF_001287725.1" "NZ_CYIR01000015.1" "Staphylococcus_aureus" 39433 "plus" 34799 5000 33728 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3792" "-" "-" "-" "-" "6201" "1637" "7837" ">" "-" "-" "-" "-" "4973" "975" "5947" "<" "2867" "2010" "4876" ">" "<1" "291" "291" ">" "0" "GCF_001287705.1_11641_1" "GCF_001287705.1" "NZ_CYJT01000008.1" "Staphylococcus_aureus" 101692 "minus" 96816 5000 95745 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3793" "-" "-" "-" "-" "33591" "1637" "35227" ">" "-" "-" "-" "-" "35481" "975" "36455" "<" "36552" "2010" "38561" ">" "41137" "291" ">41427" ">" "0" "GCF_001191895.1_7748_4" "GCF_001191895.1" "NZ_CSFB01000014.1" "Staphylococcus_aureus" 41427 "plus" 36552 5000 35481 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3794" "-" "-" "-" "-" "115173" "1637" "116809" ">" "-" "-" "-" "-" "117063" "975" "118037" "<" "118134" "2010" "120143" ">" "122719" "291" ">123009" ">" "0" "GCF_001287645.1_12673_1" "GCF_001287645.1" "NZ_CYLZ01000008.1" "Staphylococcus_aureus" 123009 "plus" 118134 5000 117063 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3795" "-" "-" "-" "-" "291091" "1637" "292727" ">" "-" "-" "-" "-" "289863" "975" "290837" "<" "287757" "2010" "289766" ">" "284507" "675" "285181" ">" "0" "GCF_001287625.1_12673_3" "GCF_001287625.1" "NZ_CYMR01000003.1" "Staphylococcus_aureus" 407895 "minus" 118129 5000 117058 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3796" "-" "-" "-" "-" "6417" "1658" "8074" ">" "-" "-" "-" "-" "3650" "975" "4624" "<" "1544" "2010" "3553" ">" "-" "-" "-" "-" "0" "GCF_001184335.1_ASM11843" "GCF_001184335.1" "NZ_LFEC02000003.1" "Staphylococcus_aureus" 188139 "minus" 184586 5000 183515 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
